12V 10A power supply 100V-265Vt1t17  
12mm Rotary Encoder w switcht1t0.5  
3.5 Female jack PCB PF3024Mt1t0.3  
3.5 mm male plugt1t0.1  
Aluminium cylinder baset1t10  
Atmega32U4 44TQFPt1t3.6 0 
BSP75 SOT223t2t0.3  
Cable 2 pins   KF2510-2Pt2t0.5  
Cable 4 pins   KF2510-4Pt1t0.7  
Cable 5 pins   KF2510-5Pt1t0.6  
Capacitor 1 nF 0805t2t0.01  
Capacitor 10 uF 0805t1t0.01 0 
Capacitor 10 uF 0805t2t0.01  
Capacitor 10 uF 0805t4t0.01 0 
Capacitor 100 nF 0805t1t0.01 0 
Capacitor 100 nF 0805t2t0.01  
Capacitor 100 nF 0805t4t0.01 0 
Capacitor 100 nF 0805t5t0.01  
Capacitor 100 nF 0805t6t0.01  
Capacitor 22 pF 0805t2t0.02 0 
Capacitor 220 nF 0805t3t0.01  
Crystal 16MHz 5032t1t0.25  
Crystal 8MHz 5032t1t0.25  
DRV8811 Motor drivert1t1  
DS18B20 temperature with cablet1t1.4  
DS18B20Z One wire MSOP8t1t1.1  
FPC 8-pin 1mm AWM 20624t1t0.16  
FPC 8-pin 1mm AWM 20624t3t0.16  
Flat cable 8-pin 1mm 20cmt2t0.3  
HX711 SOP16t1t0.5  
Header 2 pins  KF2510-2Pt2t0.1  
Header 4 pins  KF2510-4Pt1t0.3  
Header 5 pins  KF2510-5Pt1t0.2  
IRGS14C40LPBF - D2 packt1t2.33  
LCD 20x4 HD44780 5vt1t4  
LDO MCP1703 3.3v - SOT223t1t0.03  
Led Blue 0805 (blink)t1t0.01  
Led Green 0805t2t0.01  
Led Red 0805t1t0.01  
Led Red 0805t2t0.01 0 
Led Red 0805t4t0.01  
Led Yellow 0805t2t0.01  
Load cell 2kg YZC-133t3t2.7  
MK3 heating platet1t12.3  
Magnetic Stirrer bar 5cmt1t3.6  
Microchip Lora RN2483t1t15  
Miscellaneous small materialt1t5  
NCP1117LPST50T3Gt1t0.6  
Nema 17 Unipolar Stepper 12vt1t15  
PCBt1t5  
Peristaltic pumpst2t7  
Plexiglass 120OD 114ID 150 mmt1t6  
Plexiglass 600 x 500 x 6 mmt1t25  
Polarized capacitor 100 uF 50Vt1t0.8  
Power resistance 200 Ohm 1Wt2t0.6  
Power socket DC 5.5x2.5t1t0.2 0 
RJ-11 connector 6P6C (RJ12)t2t0.1  
Resistor 100 0805t2t0.01  
Resistor 100k 0805t1t0.01  
Resistor 10k 0805t1t0.01 0 
Resistor 10k 0805t2t0.01 0 
Resistor 10k 0805t3t0.01  
Resistor 10k 0805t4t0.01  
Resistor 10k 0805t9t0.01  
Resistor 1M 0805t1t0.01 0 
Resistor 1k 0805t1t0.01 0 
Resistor 1k 0805t2t0.01  
Resistor 1k 0805t4t0.01 0 
Resistor 1k 0805t5t0.01  
Resistor 20k 0805t1t0.01  
Resistor 22 0805t2t0.01  
Resistor 22 ohms 0805t2t0.01  
Resistor 3.3k 0805t1t0.01  
Resistor 4.7k 0805t1t0.01  
Resistor 4.7k 0805t2t0.01  
Resistor 47k 0805t2t0.01  
Resistor 680 0805t1t0.01  
Resistor 8.2k 0805t1t0.01  
Round magnet 20 x 5mmt2t0.75  
SMA Edge connectort1t0.3  
SST26VF064B-104I/SMt1t2.0  
Schottky 1N581 1206t2t0.03  
Schottky 1N581 1206t3t0.03  
Transistor MMBT4403 SOT23-3t1t0.03  
